Name,CodeName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,UniqueOnlyB,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,IndexOrder,UniqueOnly,Image,ZukanIndexSuffix,SkillLevelUnlock,SkillUnlockItem,SkillUnlock_,ActiveSkill,ActiveSkillBonus0,ActiveSkillBonus1,ActiveSkillBonus2,ActiveSkillBonus3,ActiveSkillBonus4,Mount,Mount Type,Passive0aCondition,Passive0a,Passive1a,Passive2a,Passive3a,Passive4a,Passive0bCondition,Passive0b,Passive1b,Passive2b,Passive3b,Passive4b,Passive0cCondition,Passive0c,Passive1c,Passive2c,Passive3c,Passive4c
Alpha Mau,BOSS_Bastet,PAL_NAME_Bastet,BOSS_NAME_Bastet,PARTNERSKILL_Bastet,TRUE,EPalTribeID::Bastet,BOSS_Bastet,-1,,EPalSizeType::S,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,60,70,100,100,0.4,0.7,10,1000,NotInterested,None,52,105,475,550,317,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1480,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None,208,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Money_1,CharacterSpawnItem_Money_2,CharacterSpawnItem_Money_3,CharacterSpawnItem_Money_4,CharacterSpawnItem_Money_5
Alpha Mau Cryst,BOSS_Bastet_Ice,PAL_NAME_Bastet_Ice,BOSS_NAME_Bastet_Ice,PARTNERSKILL_Bastet_Ice,TRUE,EPalTribeID::Bastet_Ice,BOSS_Bastet_Ice,-1,,EPalSizeType::S,2,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,65,70,100,100,0.2,0.7,10,1010,NotInterested,None,52,105,475,550,317,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1440,0,0,0,0,0,0,0,0,0,0,1,0,1,None,None,None,None,209,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Money_1,CharacterSpawnItem_Money_2,CharacterSpawnItem_Money_3,CharacterSpawnItem_Money_4,CharacterSpawnItem_Money_5
Alpha Caprity,BOSS_BerryGoat,PAL_NAME_BerryGoat,BOSS_NAME_BerryGoat,PARTNERSKILL_BerryGoat,TRUE,EPalTribeID::BerryGoat,BOSS_BerryGoat,-1,,EPalSizeType::M,3,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,70,70,90,120,100,0.4,0.7,10,2510,NotInterested,None,70,70,400,550,235,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,930,0,0,2,0,0,0,0,0,0,0,0,0,1,None,None,None,None,211,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Berries_1,CharacterSpawnItem_Berries_2,CharacterSpawnItem_Berries_3,CharacterSpawnItem_Berries_4,CharacterSpawnItem_Berries_5
Alpha Vanwyrm,BOSS_BirdDragon,PAL_NAME_BirdDragon,BOSS_NAME_BirdDragon,PARTNERSKILL_BirdDragon,TRUE,EPalTribeID::BirdDragon,BOSS_BirdDragon,-1,,EPalSizeType::XL,4,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,115,90,100,100,0.2,0.7,10,4360,Boss,None,100,350,700,950,475,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,9,TRUE,TRUE,150,50,660,1,0,0,0,0,0,0,0,0,0,0,3,0,None,None,None,None,212,FALSE,,,21,SkillUnlock_BirdDragon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,WeakDamage_Riding,WeakDamage_Riding_1,WeakDamage_Riding_2,WeakDamage_Riding_3,WeakDamage_Riding_4
Alpha Vanwyrm Cryst,BOSS_BirdDragon_Ice,PAL_NAME_BirdDragon_Ice,BOSS_NAME_BirdDragon_Ice,PARTNERSKILL_BirdDragon_Ice,TRUE,EPalTribeID::BirdDragon_Ice,BOSS_BirdDragon_Ice,-1,,EPalSizeType::XL,5,EPalElementType::Ice,EPalElementType::Dark,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,120,95,100,100,0.2,0.7,10,4610,Boss,None,100,350,700,950,475,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,TRUE,9,TRUE,TRUE,150,50,620,0,0,0,0,0,0,0,0,0,0,2,3,0,None,None,None,None,213,TRUE,,,41,SkillUnlock_BirdDragon_Ice,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,WeakDamage_Riding,WeakDamage_Riding_1,WeakDamage_Riding_2,WeakDamage_Riding_3,WeakDamage_Riding_4
Alpha Necromus,BOSS_BlackCentaur,PAL_NAME_BlackCentaur,BOSS_NAME_BlackCentaur,PARTNERSKILL_BlackCentaur,TRUE,EPalTribeID::BlackCentaur,BOSS_BlackCentaur,-1,,EPalSizeType::XL,20,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,260,100,145,120,100,100,0.1,0.7,10,8930,Boss,None,100,350,900,1600,625,TRUE,FALSE,EPalBattleBGMType::Legend,FALSE,FALSE,600,1,9,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,70,0,0,0,0,0,0,2,2,0,0,0,0,0,Legend,ElementBoost_Dark_2_PAL,None,None,214,TRUE,,,49,killUnlock_BlackCentaur,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,mounted,,MoveSpeed_up_PartnerSkill_Ride_1,MoveSpeed_up_PartnerSkill_Ride_2,MoveSpeed_up_PartnerSkill_Ride_3,MoveSpeed_up_PartnerSkill_Ride_4
Alpha Shadowbeak,BOSS_BlackGriffon,PAL_NAME_BlackGriffon,BOSS_NAME_BlackGriffon,PARTNERSKILL_BlackGriffon,TRUE,EPalTribeID::BlackGriffon,BOSS_BlackGriffon,-1,,EPalSizeType::XL,10,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,130,120,140,90,100,0.2,0.7,10,9060,Boss,None,80,80,850,1300,465,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,9,FALSE,TRUE,250,50,60,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,216,TRUE,,,47,SkillUnlock_BlackGriffon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,,ElementBoost_Dark_PAL_PartnerSKill_1,ElementBoost_Dark_PAL_PartnerSKill_2,ElementBoost_Dark_PAL_PartnerSKill_3,ElementBoost_Dark_PAL_PartnerSKill_4,ElementBoost_Dark_PAL_PartnerSKill_5
Alpha Astegon,BOSS_BlackMetalDragon,PAL_NAME_BlackMetalDragon,BOSS_NAME_BlackMetalDragon,PARTNERSKILL_BlackMetalDragon,TRUE,EPalTribeID::BlackMetalDragon,BOSS_BlackMetalDragon,-1,,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Dark,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,125,125,100,100,0.2,0.7,10,8200,Boss,None,100,150,600,900,375,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,600,1,9,25,90,1,FALSE,TRUE,9,FALSE,TRUE,300,50,150,0,0,0,0,1,0,0,4,3,0,0,0,0,Deffence_up1,None,None,None,217,FALSE,,,47,SkillUnlock_BlackMetalDragon,Saddle,,,,,,,TRUE,Fly+Land,,,,,,,,,,,,,together,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only,Mining_up7_Otomo_only,Mining_up8_Otomo_only
Alpha Azurobe,BOSS_BlueDragon,PAL_NAME_BlueDragon,BOSS_NAME_BlueDragon,PARTNERSKILL_BlueDragon,TRUE,EPalTribeID::BlueDragon,BOSS_BlueDragon,-1,,EPalSizeType::XL,7,EPalElementType::Water,EPalElementType::Dragon,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,70,100,100,100,100,0.2,0.7,10,5600,Boss,None,75,150,600,900,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,500,0,3,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,219,FALSE,,,24,SkillUnlock_BlueDragon,Saddle,,,,,,,TRUE,Swim,together,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,GiveAWater_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Alpha Fuack,BOSS_Blueplatypus,PAL_NAME_BluePlatypus,BOSS_NAME_Blueplatypus,PARTNERSKILL_BluePlatypus,TRUE,EPalTribeID::Blueplatypus,BOSS_Blueplatypus,-1,,EPalSizeType::M,1,EPalElementType::Water,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,80,80,60,100,100,0.4,0.77,10,1120,NotInterested,None,70,105,300,400,202,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1330,0,1,0,0,1,0,0,0,0,0,0,1,0,None,None,None,None,220,FALSE,,,,,,Unique_BluePlatypus_Toboggan,1,1.1,1.3,1.6,2,,,,,,,,,,,,,,,,,,,,
Alpha Rushoar,BOSS_Boar,PAL_NAME_Boar,BOSS_NAME_Boar,PARTNERSKILL_Boar,TRUE,EPalTribeID::Boar,BOSS_Boar,-1,,EPalSizeType::XL,1,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,70,70,100,100,0.4,0.7,10,1610,Boss,None,70,150,450,800,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1130,0,0,0,0,0,0,0,1,0,0,0,0,0,None,None,None,None,221,FALSE,,,6,"""SkillUnlock_Boar",Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,together,Mining_up2_Otomo_only,Mining_up3_Otomo_only,Mining_up4_Otomo_only,Mining_up5_Otomo_only,Mining_up6_Otomo_only
Alpha Penking,BOSS_CaptainPenguin,PAL_NAME_CaptainPenguin,BOSS_NAME_CaptainPenguin,PARTNERSKILL_CaptainPenguin,TRUE,EPalTribeID::CaptainPenguin,BOSS_CaptainPenguin,-1,,EPalSizeType::XL,6,EPalElementType::Water,EPalElementType::Ice,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,70,95,95,100,100,0.4,0.7,10,5410,Boss,None,50,110,450,600,280,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,525,1,8,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,520,0,2,0,0,2,0,0,2,0,0,2,2,0,None,None,None,None,223,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,ElementAddDrop_Fire_1_PAL,ElementAddDrop_Fire_2_PAL,ElementAddDrop_Fire_3_PAL,ElementAddDrop_Fire_4_PAL,ElementAddDrop_Fire_5_PAL
Alpha Lifmunk,BOSS_Carbunclo,PAL_NAME_Carbunclo,BOSS_NAME_Carbunclo,PARTNERSKILL_Carbunclo,TRUE,EPalTribeID::Carbunclo,BOSS_Carbunclo,-1,,EPalSizeType::S,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,70,70,70,100,100,0.4,0.63,10,1010,NotInterested,None,20,40,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1430,0,0,1,0,1,1,1,0,0,1,0,0,0,None,None,None,None,224,FALSE,,,11,SkillUnlock_Carbunclo,SkillUnlock_SMG,OnHeadShoot,10,11,13,16,20,,,,,,,,,,,,,,,,,,,,
Alpha Tombat,BOSS_CatBat,PAL_NAME_CatBat,BOSS_NAME_CatBat,PARTNERSKILL_CatBat,TRUE,EPalTribeID::CatBat,BOSS_CatBat,-1,,EPalSizeType::XL,5,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,100,95,80,100,100,0.4,0.7,10,3810,Boss,None,80,140,400,550,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,750,0,0,0,0,0,2,0,2,0,0,0,2,0,None,None,None,None,225,FALSE,,,,,,SearchPal,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Alpha Katress,BOSS_CatMage,PAL_NAME_CatMage,BOSS_NAME_CatMage,PARTNERSKILL_CatMage,TRUE,EPalTribeID::CatMage,BOSS_CatMage,-1,,EPalSizeType::XL,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,105,90,100,100,0.2,0.7,10,4120,Boss,None,70,145,440,620,292,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,700,0,0,0,0,2,0,0,0,0,2,0,2,0,None,None,None,None,226,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,ElementAddDrop_Normal_1_PAL,ElementAddDrop_Normal_2_PAL,ElementAddDrop_Normal_3_PAL,ElementAddDrop_Normal_4_PAL,ElementAddDrop_Normal_5_PAL
Alpha Felbat,BOSS_CatVampire,PAL_NAME_CatVampire,BOSS_NAME_CatVampire,PARTNERSKILL_CatVampire,TRUE,EPalTribeID::CatVampire,BOSS_CatVampire,-1,,EPalSizeType::XL,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,105,110,110,100,0.2,0.7,10,2100,Boss,None,60,100,550,700,325,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1010,0,0,0,0,0,0,0,0,0,3,0,0,0,None,None,None,None,227,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,LifeSteal_1,LifeSteal_2,LifeSteal_3,LifeSteal_4,LifeSteal_5
Alpha Chikipi,BOSS_ChickenPal,PAL_NAME_ChickenPal,BOSS_NAME_ChickenPal,PARTNERSKILL_ChickenPal,TRUE,EPalTribeID::ChickenPal,BOSS_ChickenPal,-1,,EPalSizeType::M,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,70,60,60,100,100,0.4,1.05,10,1000,NotInterested,None,50,50,375,550,212,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1500,0,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None,228,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Egg_1,CharacterSpawnItem_Egg_2,CharacterSpawnItem_Egg_3,CharacterSpawnItem_Egg_4,CharacterSpawnItem_Egg_5
Alpha Tocotoco,BOSS_ColorfulBird,PAL_NAME_ColorfulBird,BOSS_NAME_ColorfulBird,PARTNERSKILL_ColorfulBird,TRUE,EPalTribeID::ColorfulBird,BOSS_ColorfulBird,-1,,EPalSizeType::XL,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,80,75,70,100,100,0.4,0.7,10,1090,Boss,None,30,60,300,550,170,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1340,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,229,FALSE,,,18,SkillUnlock_ColorfulBird,,Launcher,100,110,130,160,200,,,,,,,,,,,,,,,,,,,,
Alpha Mozzarina,BOSS_CowPal,PAL_NAME_CowPal,BOSS_NAME_CowPal,PARTNERSKILL_CowPal,TRUE,EPalTribeID::CowPal,BOSS_CowPal,-1,,EPalSizeType::M,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,100,50,80,100,100,0.2,0.7,10,2620,NotInterested,None,55,55,580,700,317,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,20,910,0,0,0,0,0,0,0,0,0,0,0,0,1,None,None,None,None,230,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_Milk_1,CharacterSpawnItem_Milk_2,CharacterSpawnItem_Milk_3,CharacterSpawnItem_Milk_4,CharacterSpawnItem_Milk_5
Alpha Cinnamoth,BOSS_CuteButterfly,PAL_NAME_CuteButterfly,BOSS_NAME_CuteButterfly,PARTNERSKILL_CuteButterfly,TRUE,EPalTribeID::CuteButterfly,BOSS_CuteButterfly,-1,,EPalSizeType::XL,4,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,80,80,100,100,0.2,0.7,10,5700,NotInterested,None,30,150,550,700,350,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,490,0,0,2,0,0,0,0,0,0,1,0,0,0,None,None,None,None,231,FALSE,,,,,,PoisonFog,1.1,1.3,1.6,2,2.5,,,,,,,,,,,,,,,,,,,,
Alpha Vixy,BOSS_CuteFox,PAL_NAME_CuteFox,BOSS_NAME_CuteFox,PARTNERSKILL_CuteFox,TRUE,EPalTribeID::CuteFox,BOSS_CuteFox,-1,,EPalSizeType::M,2,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,140,100,0.4,0.91,10,1000,NotInterested,None,30,60,350,450,190,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1450,0,0,0,0,0,1,0,0,0,0,0,0,1,None,None,None,None,232,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_CuteFoxRank1,CharacterSpawnItem_CuteFoxRank2,CharacterSpawnItem_CuteFoxRank3,CharacterSpawnItem_CuteFoxRank4,CharacterSpawnItem_CuteFoxRank5
Alpha Fuddler,BOSS_CuteMole,PAL_NAME_CuteMole,BOSS_NAME_CuteMole,PARTNERSKILL_CuteMole,TRUE,EPalTribeID::CuteMole,BOSS_CuteMole,-1,,EPalSizeType::M,1,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,65,100,80,50,100,100,0.4,0.7,10,1360,NotInterested,None,30,60,300,550,240,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1220,0,0,0,0,1,0,0,1,0,0,0,1,0,None,None,None,None,233,FALSE,,,,,,SearchMine,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Alpha Cawgnito,BOSS_DarkCrow,PAL_NAME_DarkCrow,BOSS_NAME_DarkCrow,PARTNERSKILL_DarkCrow,TRUE,EPalTribeID::DarkCrow,BOSS_DarkCrow,-1,,EPalSizeType::XL,3,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Bird,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,80,95,80,100,100,0.2,0.7,10,1840,Boss,None,85,170,920,1200,545,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1080,0,0,0,0,0,0,1,0,0,0,0,0,0,None,None,None,None,234,FALSE,,,,,,Unique_DarkCrow_TelePoke,1.1,1.3,1.6,2,2.5,,,,,,,,,,,,,,,,,,,,
Alpha Menasting,BOSS_DarkScorpion,PAL_NAME_DarkScorpion,BOSS_NAME_DarkScorpion,PARTNERSKILL_DarkScorpion,TRUE,EPalTribeID::DarkScorpion,BOSS_DarkScorpion,-1,,EPalSizeType::XL,9,EPalElementType::Dark,EPalElementType::Earth,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,130,100,100,0.2,0.7,10,7050,Boss,None,100,200,1000,1200,600,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,260,0,0,0,0,0,0,2,3,0,0,0,0,0,None,None,None,None,236,FALSE,,,,,,,,,,,,,,,TrainerDEF_UP_PartnerSkill_3,TrainerDEF_UP_PartnerSkill_4,TrainerDEF_UP_PartnerSkill_5,TrainerDEF_UP_PartnerSkill_6,TrainerDEF_UP_PartnerSkill_7,,,,,,,,ElementAddDrop_Thunder_1_PAL,ElementAddDrop_Thunder_2_PAL,ElementAddDrop_Thunder_3_PAL,ElementAddDrop_Thunder_4_PAL,ElementAddDrop_Thunder_5_PAL
Alpha Eikthyrdeer,BOSS_Deer,PAL_NAME_Deer,BOSS_NAME_Deer,PARTNERSKILL_Deer,TRUE,EPalTribeID::Deer,BOSS_Deer,-1,,EPalSizeType::XL,4,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,70,80,80,100,100,0.4,0.7,10,2620,Boss,None,80,120,700,1000,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,920,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,237,FALSE,,,12,SkillUnlock_Deer,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,together,Logging_up2_Otomo_only,Logging_up3_Otomo_only,Logging_up4_Otomo_only,Logging_up5_Otomo_only,Logging_up6_Otomo_only
Alpha Eikthyrdeer Terra,BOSS_Deer_Ground,PAL_NAME_Deer_Ground,BOSS_NAME_Deer_Ground,PARTNERSKILL_Deer_Ground,TRUE,EPalTribeID::Deer_Ground,BOSS_Deer_Ground,-1,,EPalSizeType::XL,6,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,95,70,80,80,100,100,0.2,0.7,10,2680,Boss,None,80,120,700,1000,390,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,900,0,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,238,TRUE,,,25,SkillUnlock_Deer_Ground,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,together,Logging_up2_Otomo_only,Logging_up3_Otomo_only,Logging_up4_Otomo_only,Logging_up5_Otomo_only,Logging_up6_Otomo_only
Alpha Daedream,BOSS_DreamDemon,PAL_NAME_DreamDemon,BOSS_NAME_DreamDemon,PARTNERSKILL_DreamDemon,TRUE,EPalTribeID::DreamDemon,BOSS_DreamDemon,-1,,EPalSizeType::XL,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,75,60,100,100,0.4,0.7,10,1330,NotInterested,None,70,140,300,550,220,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1230,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,239,FALSE,,,8,SkillUnlock_DreamDemon,Choker,Funnel_DreamDemon,1,1.1,1.3,1.6,2,,,,,,,,,,,,,,,,,,,,
Alpha Digtoise,BOSS_DrillGame,PAL_NAME_DrillGame,BOSS_NAME_DrillGame,PARTNERSKILL_DrillGame,TRUE,EPalTribeID::DrillGame,BOSS_DrillGame,-1,,EPalSizeType::XL,5,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,80,95,120,100,100,0.2,0.7,10,2980,Boss,None,75,120,300,420,190,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,850,0,0,0,0,0,0,0,3,0,0,0,0,0,Deffence_up1,None,None,None,240,FALSE,,,19,SkillUnlock_DrillGame,Headband,SpinningShell,1.1,1.3,1.6,2,2.5,,,,,,,,,,,,,,,,Mining_up_PartnerSkill_DrillGame,Mining_up_PartnerSkill_DrillGame,Mining_up_PartnerSkill_DrillGame,Mining_up_PartnerSkill_DrillGame,Mining_up_PartnerSkill_DrillGame
